time,density_n_site_1,positive_p_n_site_1
7.700000000000000178e-01,4.630131799878980381e-01,4.752453401155048995e-01
7.720000000000000195e-01,4.620880812454987718e-01,4.743642489289897068e-01
7.740000000000000213e-01,4.611648308554501252e-01,4.731010859739842034e-01
7.760000000000000231e-01,4.602434251218702199e-01,4.718658410368660738e-01
7.780000000000000249e-01,4.593238603561096145e-01,4.719563409762221884e-01
7.800000000000000266e-01,4.584061328767329302e-01,4.712876817829341203e-01
7.820000000000000284e-01,4.574902390095007543e-01,4.702582919049081434e-01
7.840000000000000302e-01,4.565761750873517655e-01,4.687162978345273956e-01
7.860000000000000320e-01,4.556639374503844153e-01,4.669046881912328195e-01
7.880000000000000338e-01,4.547535224458389425e-01,4.656727363408028619e-01
7.900000000000000355e-01,4.538449264280791096e-01,4.644449645939794369e-01
7.920000000000000373e-01,4.529381457585742177e-01,4.639301741358810016e-01
7.940000000000000391e-01,4.520331768058810096e-01,4.615191021402708094e-01
7.960000000000000409e-01,4.511300159456254066e-01,4.595393722194138220e-01
7.980000000000000426e-01,4.502286595604844677e-01,4.581425821134879062e-01
8.000000000000000444e-01,4.493291040401684588e-01,4.586390163314040813e-01
8.020000000000000462e-01,4.484313457814024240e-01,4.576508831619434670e-01
8.040000000000000480e-01,4.475353811879083654e-01,4.568435479205387173e-01
8.060000000000000497e-01,4.466412066703868700e-01,4.552863792128725162e-01
8.080000000000000515e-01,4.457488186464991231e-01,4.541643241506447271e-01
8.100000000000000533e-01,4.448582135408489791e-01,4.527984481935120598e-01
8.120000000000000551e-01,4.439693877849644199e-01,4.514108105590126652e-01
8.140000000000000568e-01,4.430823378172798477e-01,4.503044968834316597e-01
8.160000000000000586e-01,4.421970600831178211e-01,4.494611790404250962e-01
8.180000000000000604e-01,4.413135510346707924e-01,4.482116848181706414e-01
8.200000000000000622e-01,4.404318071316615235e-01,4.474511709376908231e-01
8.220000000000000639e-01,4.395518249181379900e-01,4.466550636639067817e-01
8.240000000000000657e-01,4.386736009258149771e-01,4.451266672706807870e-01
8.260000000000000675e-01,4.377971316423518444e-01,4.438966788279077869e-01
8.280000000000000693e-01,4.369224135624040772e-01,4.421777965444184111e-01
8.300000000000000711e-01,4.360494431876074106e-01,4.399748163391866695e-01
8.320000000000000728e-01,4.351782170265621197e-01,4.373929911778284274e-01
8.339999999999999636e-01,4.343087315948171434e-01,4.358772027857056863e-01
8.359999999999999654e-01,4.334409834148545970e-01,4.356433067787660041e-01
8.379999999999999671e-01,4.325749690160734517e-01,4.398089365541495988e-01
8.399999999999999689e-01,4.317106849347742692e-01,4.370461249936789527e-01
8.419999999999999707e-01,4.308481277141431032e-01,4.361206396611848057e-01
8.439999999999999725e-01,4.299872939042360676e-01,4.367093291554152157e-01
8.459999999999999742e-01,4.291281800619630715e-01,4.372579858797307484e-01
8.479999999999999760e-01,4.282707827510723875e-01,4.365143431618808134e-01
8.499999999999999778e-01,4.274150985421351079e-01,4.359233524566213935e-01
8.519999999999999796e-01,4.265611240125282699e-01,4.354577581883442017e-01
8.539999999999999813e-01,4.257088557464208112e-01,4.344459162022306642e-01
8.559999999999999831e-01,4.248582903347559725e-01,4.338535343548239887e-01
8.579999999999999849e-01,4.240094243752369207e-01,4.321398890120479730e-01
8.599999999999999867e-01,4.231622544723102064e-01,4.324474871885693461e-01
8.619999999999999885e-01,4.223167772371501649e-01,4.327653184249482532e-01
8.639999999999999902e-01,4.214729892876435402e-01,4.319105759538184319e-01
8.659999999999999920e-01,4.206308872483727201e-01,4.313072071516280137e-01
8.679999999999999938e-01,4.197904677506010263e-01,4.298474469662389441e-01
8.699999999999999956e-01,4.189517274322563933e-01,4.286926655929006458e-01
8.719999999999999973e-01,4.181146629379156043e-01,4.278607314923505434e-01
8.739999999999999991e-01,4.172792709187886362e-01,4.269732328781830621e-01
8.760000000000000009e-01,4.164455480327028392e-01,4.250942837518322803e-01
8.780000000000000027e-01,4.156134909440871716e-01,4.238398008470224965e-01
8.800000000000000044e-01,4.147830963239562685e-01,4.237303555068969163e-01
8.820000000000000062e-01,4.139543608498949534e-01,4.229474276465589044e-01
8.840000000000000080e-01,4.131272812060422517e-01,4.225869200612065724e-01
8.860000000000000098e-01,4.123018540830754586e-01,4.218651938674115587e-01
8.880000000000000115e-01,4.114780761781950957e-01,4.210874783903671981e-01
8.900000000000000133e-01,4.106559441951078693e-01,4.200916188972921850e-01
8.920000000000000151e-01,4.098354548440121814e-01,4.195787823520586435e-01
8.940000000000000169e-01,4.090166048415813660e-01,4.199544923704888189e-01
8.960000000000000187e-01,4.081993909109489227e-01,4.187494608535025087e-01
8.980000000000000204e-01,4.073838097816913639e-01,4.176441073987643970e-01
9.000000000000000222e-01,4.065698581898138930e-01,4.173253170937900602e-01
9.020000000000000240e-01,4.057575328777335844e-01,4.165776798596680375e-01
9.040000000000000258e-01,4.049468305942641178e-01,4.159610666070320817e-01
9.060000000000000275e-01,4.041377480945996248e-01,4.149357927577720373e-01
9.080000000000000293e-01,4.033302821402993676e-01,4.142807569061327522e-01
9.100000000000000311e-01,4.025244294992716965e-01,4.133265559522398824e-01
9.120000000000000329e-01,4.017201869457581176e-01,4.121128479859536009e-01
9.140000000000000346e-01,4.009175512603178615e-01,4.107380073461659453e-01
9.160000000000000364e-01,4.001165192298121176e-01,4.100646913405621152e-01
9.180000000000000382e-01,3.993170876473876030e-01,4.099387075158823501e-01
9.200000000000000400e-01,3.985192533124615744e-01,4.091700291669968514e-01
9.220000000000000417e-01,3.977230130307056744e-01,4.080705656535971726e-01
9.240000000000000435e-01,3.969283636140301663e-01,4.071991064223342005e-01
9.260000000000000453e-01,3.961353018805682247e-01,4.063605476066634026e-01
9.280000000000000471e-01,3.953438246546601142e-01,4.062424506687536963e-01
9.300000000000000488e-01,3.945539287668374251e-01,4.047176200773923704e-01
9.320000000000000506e-01,3.937656110538073073e-01,4.033505632195885648e-01
9.340000000000000524e-01,3.929788683584365949e-01,4.036082529211647008e-01
9.360000000000000542e-01,3.921936975297362626e-01,4.020191042216190724e-01
9.380000000000000560e-01,3.914100954228453833e-01,4.008231286642289781e-01
9.400000000000000577e-01,3.906280588990155289e-01,3.991475582175254000e-01
9.420000000000000595e-01,3.898475848413307521e-01,3.985180893266072055e-01
9.440000000000000613e-01,3.890686701871523545e-01,3.978867221251454200e-01
9.460000000000000631e-01,3.882913118272809383e-01,3.973608150513712745e-01
9.480000000000000648e-01,3.875155066525627912e-01,3.977731360278629613e-01
9.500000000000000666e-01,3.867412515600177625e-01,3.957742188040087594e-01
9.520000000000000684e-01,3.859685434528237757e-01,3.944711484349822661e-01
9.540000000000000702e-01,3.851973792403038943e-01,3.937211237005161513e-01
9.560000000000000719e-01,3.844277558379107229e-01,3.924690642831942244e-01
9.580000000000000737e-01,3.836596701672134180e-01,3.916445045830421190e-01
9.599999999999999645e-01,3.828931191558823111e-01,3.912152150202969358e-01
9.619999999999999662e-01,3.821280997376751420e-01,3.895855436300040830e-01
9.639999999999999680e-01,3.813646088524227373e-01,3.897520801345524810e-01
9.659999999999999698e-01,3.806026434460148544e-01,3.884856398864955929e-01
9.679999999999999716e-01,3.798422004703855270e-01,3.869686040862779230e-01
9.699999999999999734e-01,3.790832768834990762e-01,3.866163019926160960e-01
9.719999999999999751e-01,3.783258696493356221e-01,3.849096004492903456e-01
9.739999999999999769e-01,3.775699757378770949e-01,3.843746265041880772e-01
9.759999999999999787e-01,3.768155921250926910e-01,3.849430089950424128e-01
9.779999999999999805e-01,3.760627157929246067e-01,3.863161523725951452e-01
9.799999999999999822e-01,3.753113437292737165e-01,3.845810058006580712e-01
9.819999999999999840e-01,3.745614729279859167e-01,3.840172443425100002e-01
9.839999999999999858e-01,3.738131003888365278e-01,3.831690749261068563e-01
9.859999999999999876e-01,3.730662231175172483e-01,3.825916296862022503e-01
9.879999999999999893e-01,3.723208381256214450e-01,3.818266239593496314e-01
9.899999999999999911e-01,3.715769424306296642e-01,3.808208860198340484e-01
9.919999999999999929e-01,3.708345330558955877e-01,3.798027361929793844e-01
9.939999999999999947e-01,3.700936070306316550e-01,3.792134911829117550e-01
9.959999999999999964e-01,3.693541613898947973e-01,3.789646510516932465e-01
9.979999999999999982e-01,3.686161931745722264e-01,3.778140514875321654e-01
1.000000000000000000e+00,3.678796994313670021e-01,3.763484505435436001e-01
1.002000000000000002e+00,3.671446772127837654e-01,3.742768585071266085e-01
1.004000000000000004e+00,3.664111235771146946e-01,3.746369250879584833e-01
1.006000000000000005e+00,3.656790355884249610e-01,3.752033576353262512e-01
1.008000000000000007e+00,3.649484103165383519e-01,3.739782486142654849e-01
1.010000000000000009e+00,3.642192448370235036e-01,3.720387616151455412e-01
1.012000000000000011e+00,3.634915362311789133e-01,3.708950963361811737e-01
1.014000000000000012e+00,3.627652815860191726e-01,3.691638467508659427e-01
1.016000000000000014e+00,3.620404779942606455e-01,3.684104444313400228e-01
1.018000000000000016e+00,3.613171225543068132e-01,3.670435194458850359e-01
1.020000000000000018e+00,3.605952123702343970e-01,3.666412296896010559e-01
1.022000000000000020e+00,3.598747445517788690e-01,3.667631193706741288e-01
1.024000000000000021e+00,3.591557162143201865e-01,3.660490946892266395e-01
1.026000000000000023e+00,3.584381244788685250e-01,3.647311894215736761e-01
1.028000000000000025e+00,3.577219664720500680e-01,3.643272669854429324e-01
1.030000000000000027e+00,3.570072393260925736e-01,3.636171521904489889e-01
1.032000000000000028e+00,3.562939401788112193e-01,3.629345020489969098e-01
1.034000000000000030e+00,3.555820661735942245e-01,3.622762561439062390e-01
1.036000000000000032e+00,3.548716144593886401e-01,3.613912852719839974e-01
1.038000000000000034e+00,3.541625821906860816e-01,3.606186629031646884e-01
1.040000000000000036e+00,3.534549665275082964e-01,3.600405191623245460e-01
1.042000000000000037e+00,3.527487646353929529e-01,3.583950937459658981e-01
1.044000000000000039e+00,3.520439736853795409e-01,3.580278294002161577e-01
1.046000000000000041e+00,3.513405908539948275e-01,3.571066806653563352e-01
1.048000000000000043e+00,3.506386133232385904e-01,3.558216097654718357e-01
1.050000000000000044e+00,3.499380382805695744e-01,3.553987313934695025e-01
1.052000000000000046e+00,3.492388629188909466e-01,3.549652472835957973e-01
1.054000000000000048e+00,3.485410844365360861e-01,3.546745299488133218e-01
1.056000000000000050e+00,3.478447000372544284e-01,3.526998297806200888e-01
1.058000000000000052e+00,3.471497069301969773e-01,3.523756646108150425e-01
1.060000000000000053e+00,3.464561023299022047e-01,3.519343109952183801e-01
1.062000000000000055e+00,3.457638834571086783e-01,3.510933013041878659e-01
1.064000000000000057e+00,3.450730476041523609e-01,3.503148325174568201e-01
1.066000000000000059e+00,3.443835920488912961e-01,3.494700656514131976e-01
1.068000000000000060e+00,3.436955140340868242e-01,3.498090923945486597e-01
1.070000000000000062e+00,3.430088108079972220e-01,3.485525972810319395e-01
1.072000000000000064e+00,3.423234796243648792e-01,3.482304510430329070e-01
1.074000000000000066e+00,3.416395177424041973e-01,3.473359670544352018e-01
1.076000000000000068e+00,3.409569224267893217e-01,3.452482424981174192e-01
1.078000000000000069e+00,3.402756909476415403e-01,3.438837562855710517e-01
1.080000000000000071e+00,3.395958205805172381e-01,3.434041949467620536e-01
1.082000000000000073e+00,3.389173086063954066e-01,3.429097798455912893e-01
1.084000000000000075e+00,3.382401523116652653e-01,3.418643102611784723e-01
1.086000000000000076e+00,3.375643489881139381e-01,3.399523369883281076e-01
1.088000000000000078e+00,3.368898959329142961e-01,3.393948744686054453e-01
1.090000000000000080e+00,3.362167904486124126e-01,3.382052393487344766e-01
1.092000000000000082e+00,3.355450298431152389e-01,3.380738540744712139e-01
1.094000000000000083e+00,3.348746114296783927e-01,3.368705653415952628e-01
1.096000000000000085e+00,3.342055325268936672e-01,3.358506084496865607e-01
1.098000000000000087e+00,3.335377904586768749e-01,3.349610989545050987e-01
1.100000000000000089e+00,3.328713825542552462e-01,3.341827420659196357e-01
1.102000000000000091e+00,3.322063061481554391e-01,3.333842900436631562e-01
1.104000000000000092e+00,3.315425585801908825e-01,3.323642775618189660e-01
1.106000000000000094e+00,3.308801371954496195e-01,3.309286310423760757e-01
1.108000000000000096e+00,3.302190393442818173e-01,3.306397019786438962e-01
1.110000000000000098e+00,3.295592623822876099e-01,3.290550550842771260e-01
1.112000000000000099e+00,3.289008036703046645e-01,3.276619184123735207e-01
1.114000000000000101e+00,3.282436605743958569e-01,3.276916485104736099e-01
1.116000000000000103e+00,3.275878304658368934e-01,3.269985554195700694e-01
1.118000000000000105e+00,3.269333107211040423e-01,3.262476721868213803e-01
1.120000000000000107e+00,3.262800987218616999e-01,3.255709438349633222e-01
1.122000000000000108e+00,3.256281918549501220e-01,3.261306320814255644e-01
1.124000000000000110e+00,3.249775875123731561e-01,3.252599764329788812e-01
1.126000000000000112e+00,3.243282830912858072e-01,3.242851150700061802e-01
1.128000000000000114e+00,3.236802759939817475e-01,3.237368861935512876e-01
1.130000000000000115e+00,3.230335636278812705e-01,3.232144693811364600e-01
1.132000000000000117e+00,3.223881434055189121e-01,3.221256527870694497e-01
1.134000000000000119e+00,3.217440127445308495e-01,3.212210051018846713e-01
1.136000000000000121e+00,3.211011690676428554e-01,3.200947733447396804e-01
1.138000000000000123e+00,3.204596098026576967e-01,3.192477075828772382e-01
1.140000000000000124e+00,3.198193323824431444e-01,3.192250572513530282e-01
1.142000000000000126e+00,3.191803342449192615e-01,3.183405705700034782e-01
1.144000000000000128e+00,3.185426128330463014e-01,3.181513877431887405e-01
1.146000000000000130e+00,3.179061655948122733e-01,3.162576231712811992e-01
1.148000000000000131e+00,3.172709899832206193e-01,3.154195823716766101e-01
1.150000000000000133e+00,3.166370834562779457e-01,3.140741329166997775e-01
1.152000000000000135e+00,3.160044434769816446e-01,3.119495391928623906e-01
1.153999999999999915e+00,3.153730675133074035e-01,3.113810191695841056e-01
1.155999999999999917e+00,3.147429530381970486e-01,3.102111419763559086e-01
1.157999999999999918e+00,3.141140975295462212e-01,3.096942374355451388e-01
1.159999999999999920e+00,3.134864984701918877e-01,3.080951188716228861e-01
1.161999999999999922e+00,3.128601533479001273e-01,3.078496951695127160e-01
1.163999999999999924e+00,3.122350596553538082e-01,3.068459079303047510e-01
1.165999999999999925e+00,3.116112148901400980e-01,3.061705271184281818e-01
1.167999999999999927e+00,3.109886165547381953e-01,3.046116192682455925e-01
1.169999999999999929e+00,3.103672621565072287e-01,3.048739166699731551e-01
1.171999999999999931e+00,3.097471492076733779e-01,3.045262870836843438e-01
1.173999999999999932e+00,3.091282752253181609e-01,3.045105659831880973e-01
1.175999999999999934e+00,3.085106377313656112e-01,3.043903249725942173e-01
1.177999999999999936e+00,3.078942342525701759e-01,3.040762136628011869e-01
1.179999999999999938e+00,3.072790623205042815e-01,3.039758557402315597e-01
1.181999999999999940e+00,3.066651194715462325e-01,3.034296963545119463e-01
1.183999999999999941e+00,3.060524032583212262e-01,3.022169430677282276e-01
1.185999999999999943e+00,3.054409112699696394e-01,3.009978360413215759e-01
1.187999999999999945e+00,3.048306410644485709e-01,2.995201679418892371e-01
1.189999999999999947e+00,3.042215902008399975e-01,2.981671300624990084e-01
1.191999999999999948e+00,3.036137562430647474e-01,2.977595843638785045e-01
1.193999999999999950e+00,3.030071367598711207e-01,2.970565105104657766e-01
1.195999999999999952e+00,3.024017293248235094e-01,2.965838750269186863e-01
1.197999999999999954e+00,3.017975315162911287e-01,2.961923754809375198e-01
1.199999999999999956e+00,3.011945409174366928e-01,2.953255598988699382e-01
1.201999999999999957e+00,3.005927551162051459e-01,2.935578073737530325e-01
1.203999999999999959e+00,2.999921717053121717e-01,2.931120531440531418e-01
1.205999999999999961e+00,2.993927882822330355e-01,2.932422142024285194e-01
1.207999999999999963e+00,2.987946024491913155e-01,2.930158626605262051e-01
1.209999999999999964e+00,2.981976118131471898e-01,2.917217154591462691e-01
1.211999999999999966e+00,2.976018139857866673e-01,2.912970790680319277e-01
1.213999999999999968e+00,2.970072065835097641e-01,2.912709910832041449e-01
1.215999999999999970e+00,2.964137872274196228e-01,2.911093684477856769e-01
1.217999999999999972e+00,2.958215535433108556e-01,2.903063669722334428e-01
1.219999999999999973e+00,2.952305031616582198e-01,2.903702999554100272e-01
1.221999999999999975e+00,2.946406337176056267e-01,2.891032966120155034e-01
1.223999999999999977e+00,2.940519428509544841e-01,2.888141873776436386e-01
1.225999999999999979e+00,2.934644282061524834e-01,2.884701684961441526e-01
1.227999999999999980e+00,2.928780874322823857e-01,2.878455518647426437e-01
1.229999999999999982e+00,2.922929181830503653e-01,2.869515855311820518e-01
1.231999999999999984e+00,2.917089181167750733e-01,2.860828052975586955e-01
1.233999999999999986e+00,2.911260848963762582e-01,2.853972335905292645e-01
1.235999999999999988e+00,2.905444161893631638e-01,2.843035198691103993e-01
1.237999999999999989e+00,2.899639096678234274e-01,2.835307297455314512e-01
1.239999999999999991e+00,2.893845630084117548e-01,2.820435147608684745e-01
1.241999999999999993e+00,2.888063738923384860e-01,2.808243772082552048e-01
1.243999999999999995e+00,2.882293400053583809e-01,2.804867321334124086e-01
1.245999999999999996e+00,2.876534590377592959e-01,2.792387242530534053e-01
1.247999999999999998e+00,2.870787286843506925e-01,2.785815736962932720e-01
1.250000000000000000e+00,2.865051466444525907e-01,2.783184397511099806e-01
1.252000000000000002e+00,2.859327106218839676e-01,2.775508655289891657e-01
1.254000000000000004e+00,2.853614183249516545e-01,2.765507850274631085e-01
1.256000000000000005e+00,2.847912674664388466e-01,2.762295994866169613e-01
1.258000000000000007e+00,2.842222557635938895e-01,2.760921055360057164e-01
1.260000000000000009e+00,2.836543809381188996e-01,2.754662576040685651e-01
1.262000000000000011e+00,2.830876407161585506e-01,2.748337224504275866e-01
1.264000000000000012e+00,2.825220328282884719e-01,2.749008033147381513e-01
1.266000000000000014e+00,2.819575550095043126e-01,2.749897405161488284e-01
1.268000000000000016e+00,2.813942049992100847e-01,2.743977583477017479e-01
1.270000000000000018e+00,2.808319805412069492e-01,2.735657422248297665e-01
1.272000000000000020e+00,2.802708793836821144e-01,2.730390765709148071e-01
1.274000000000000021e+00,2.797108992791970117e-01,2.720387197774702948e-01
1.276000000000000023e+00,2.791520379846765820e-01,2.712710373784112394e-01
1.278000000000000025e+00,2.785942932613975076e-01,2.703485498749480520e-01
1.280000000000000027e+00,2.780376628749769430e-01,2.698924830735578984e-01
1.282000000000000028e+00,2.774821445953614130e-01,2.697249655574273097e-01
1.284000000000000030e+00,2.769277361968152107e-01,2.687623461635759714e-01
1.286000000000000032e+00,2.763744354579094065e-01,2.685906566089270031e-01
1.288000000000000034e+00,2.758222401615101349e-01,2.680810718916653013e-01
1.290000000000000036e+00,2.752711480947676037e-01,2.680102794637475028e-01
1.292000000000000037e+00,2.747211570491044919e-01,2.671241141110104467e-01
1.294000000000000039e+00,2.741722648202049584e-01,2.666669886764810871e-01
1.296000000000000041e+00,2.736244692080029850e-01,2.662889020821853081e-01
1.298000000000000043e+00,2.730777680166712740e-01,2.658363669581493283e-01
1.300000000000000044e+00,2.725321590546098127e-01,2.653213504650535626e-01
1.302000000000000046e+00,2.719876401344344941e-01,2.648105608072470196e-01
1.304000000000000048e+00,2.714442090739885849e-01,2.642877212603406689e-01
1.306000000000000050e+00,2.709018637561284026e-01,2.638388071198844442e-01
1.308000000000000052e+00,2.703606020467524962e-01,2.631959147315940384e-01
1.310000000000000053e+00,2.698204217813548467e-01,2.622927892123231297e-01
1.312000000000000055e+00,2.692813207997512559e-01,2.612273402316915294e-01
1.314000000000000057e+00,2.687432969460696874e-01,2.605319279045693603e-01
1.316000000000000059e+00,2.682063480687406631e-01,2.600345826308127495e-01
1.318000000000000060e+00,2.676704720204878818e-01,2.588143744454625139e-01
1.320000000000000062e+00,2.671356666583182826e-01,2.591423199984795311e-01
1.322000000000000064e+00,2.666019298435128304e-01,2.579995825073859161e-01
1.324000000000000066e+00,2.660692594416167456e-01,2.578879048689620701e-01
1.326000000000000068e+00,2.655376533224299562e-01,2.581903579804350479e-01
1.328000000000000069e+00,2.650071093599977168e-01,2.576981092967295939e-01
1.330000000000000071e+00,2.644776254326005605e-01,2.574165044394137736e-01
1.332000000000000073e+00,2.639491994227452509e-01,2.572929844679932021e-01
1.334000000000000075e+00,2.634218292171549014e-01,2.566885400894958758e-01
1.336000000000000076e+00,2.628955127067594821e-01,2.559621567663860064e-01
1.338000000000000078e+00,2.623702477866863281e-01,2.558683257460326876e-01
1.340000000000000080e+00,2.618460323562503134e-01,2.541985190889760604e-01
1.342000000000000082e+00,2.613228643189445255e-01,2.542536186754610350e-01
1.344000000000000083e+00,2.608007415824306063e-01,2.532552367309148789e-01
1.346000000000000085e+00,2.602796620585292597e-01,2.522247408234112309e-01
1.348000000000000087e+00,2.597596236632103706e-01,2.514996830815190432e-01
1.350000000000000089e+00,2.592406243165838453e-01,2.502020084119564447e-01
1.352000000000000091e+00,2.587226619428897312e-01,2.483091372874321745e-01
1.354000000000000092e+00,2.582057344704888902e-01,2.482667615303182640e-01
1.356000000000000094e+00,2.576898398318531180e-01,2.469978446508851733e-01
1.358000000000000096e+00,2.571749759635557631e-01,2.461642532276601125e-01
1.360000000000000098e+00,2.566611408062623445e-01,2.457801799495551165e-01
1.362000000000000099e+00,2.561483323047203942e-01,2.451380971454892588e-01
1.364000000000000101e+00,2.556365484077505190e-01,2.449200332557137649e-01
1.366000000000000103e+00,2.551257870682365203e-01,2.442035253485836943e-01
1.368000000000000105e+00,2.546160462431156235e-01,2.440375830340599517e-01
1.370000000000000107e+00,2.541073238933694300e-01,2.438067392238030262e-01
1.372000000000000108e+00,2.535996179840138698e-01,2.435550355224351815e-01
1.374000000000000110e+00,2.530929264840898751e-01,2.433904476456958677e-01
1.376000000000000112e+00,2.525872473666536111e-01,2.434199612294292991e-01
1.378000000000000114e+00,2.520825786087671494e-01,2.432242682133640976e-01
1.380000000000000115e+00,2.515789181914886430e-01,2.428104484993418577e-01
1.382000000000000117e+00,2.510762640998629447e-01,2.415753529491038443e-01
1.384000000000000119e+00,2.505746143229119482e-01,2.411163749150223301e-01
1.386000000000000121e+00,2.500739668536250404e-01,2.403819953776140939e-01
1.388000000000000123e+00,2.495743196889493865e-01,2.399671577263241817e-01
1.390000000000000124e+00,2.490756708297806599e-01,2.390052386149063290e-01
1.392000000000000126e+00,2.485780182809530503e-01,2.396036830281546848e-01
1.394000000000000128e+00,2.480813600512300765e-01,2.397714130683852862e-01
1.396000000000000130e+00,2.475856941532948996e-01,2.396641778972994630e-01
1.398000000000000131e+00,2.470910186037406087e-01,2.390455401410306047e-01
1.400000000000000133e+00,2.465973314230606450e-01,2.388361101020092525e-01
1.402000000000000135e+00,2.461046306356395597e-01,2.386998075925458596e-01
1.404000000000000137e+00,2.456129142697429935e-01,2.381527302772853960e-01
1.406000000000000139e+00,2.451221803575084346e-01,2.377743609440129413e-01
1.407999999999999918e+00,2.446324269349354763e-01,2.369809939056767567e-01
1.409999999999999920e+00,2.441436520418761580e-01,2.370652066566906191e-01
1.411999999999999922e+00,2.436558537220256948e-01,2.366206016607464158e-01
1.413999999999999924e+00,2.431690300229126522e-01,2.363138797918965528e-01
1.415999999999999925e+00,2.426831789958894259e-01,2.362216135660262228e-01
1.417999999999999927e+00,2.421982986961227491e-01,2.345103165472939011e-01
1.419999999999999929e+00,2.417143871825838397e-01,2.343439180812872946e-01
1.421999999999999931e+00,2.412314425180393240e-01,2.341155805589008598e-01
1.423999999999999932e+00,2.407494627690411892e-01,2.334678739766500033e-01
1.425999999999999934e+00,2.402684460127992860e-01,2.328221727012553810e-01
1.427999999999999936e+00,2.397883903475156453e-01,2.322147265068171818e-01
1.429999999999999938e+00,2.393092938548725124e-01,2.316713464031583958e-01
1.431999999999999940e+00,2.388311546184953282e-01,2.302341071476938228e-01
1.433999999999999941e+00,2.383539707258005291e-01,2.300667683741607905e-01
1.435999999999999943e+00,2.378777402679864428e-01,2.294509509590772489e-01
1.437999999999999945e+00,2.374024613400245176e-01,2.287530164021152890e-01
1.439999999999999947e+00,2.369281320406498581e-01,2.277972454957755133e-01
1.441999999999999948e+00,2.364547504723528426e-01,2.268036603398772000e-01
1.443999999999999950e+00,2.359823147413696309e-01,2.262286043230741228e-01
1.445999999999999952e+00,2.355108229576731993e-01,2.255708392012862329e-01
1.447999999999999954e+00,2.350402732349645418e-01,2.253558114901147436e-01
1.449999999999999956e+00,2.345706636906638165e-01,2.255185491842946477e-01
1.451999999999999957e+00,2.341019924459006585e-01,2.268248790895784350e-01
1.453999999999999959e+00,2.336342576255060199e-01,2.266486665039698090e-01
1.455999999999999961e+00,2.331674573580024834e-01,2.260377486504765443e-01
1.457999999999999963e+00,2.327015897755956020e-01,2.259387356548252790e-01
1.459999999999999964e+00,2.322366530141649621e-01,2.247917025266889246e-01
1.461999999999999966e+00,2.317726452132549131e-01,2.249063769892654663e-01
1.463999999999999968e+00,2.313095645160656577e-01,2.244033720028954237e-01
1.465999999999999970e+00,2.308474090694445369e-01,2.235942170847027011e-01
1.467999999999999972e+00,2.303861770238764262e-01,2.243322581514848868e-01
1.469999999999999973e+00,2.299258665334753260e-01,2.239294284231347909e-01
1.471999999999999975e+00,2.294664757559749801e-01,2.235616051654658876e-01
1.473999999999999977e+00,2.290080028527201328e-01,2.223920476789254252e-01
1.475999999999999979e+00,2.285504459886573136e-01,2.210685609604320367e-01
1.477999999999999980e+00,2.280938033323258451e-01,2.199212159446521098e-01
1.479999999999999982e+00,2.276380730558489329e-01,2.193075956796464165e-01
1.481999999999999984e+00,2.271832533349248395e-01,2.188770735547538870e-01
1.483999999999999986e+00,2.267293423488173365e-01,2.179235680456768076e-01
1.485999999999999988e+00,2.262763382803472667e-01,2.165688331488778429e-01
1.487999999999999989e+00,2.258242393158832462e-01,2.158214832358055224e-01
1.489999999999999991e+00,2.253730436453327268e-01,2.155970497374676831e-01
1.491999999999999993e+00,2.249227494621329759e-01,2.160375072646593120e-01
1.493999999999999995e+00,2.244733549632420277e-01,2.158111970698161075e-01
1.495999999999999996e+00,2.240248583491299683e-01,2.151271597970454696e-01
1.497999999999999998e+00,2.235772578237693597e-01,2.141493010380671191e-01
1.500000000000000000e+00,2.231305515946268025e-01,2.139316624382809340e-01
1.502000000000000002e+00,2.226847378726536097e-01,2.129558896444779525e-01
1.504000000000000004e+00,2.222398148722770084e-01,2.133933708899027337e-01
1.506000000000000005e+00,2.217957808113908136e-01,2.121203834155996615e-01
1.508000000000000007e+00,2.213526339113468244e-01,2.116810852710450663e-01
1.510000000000000009e+00,2.209103723969456368e-01,2.118809467908183974e-01
1.512000000000000011e+00,2.204689944964274007e-01,2.118341662745760745e-01
1.514000000000000012e+00,2.200284984414632161e-01,2.113124397074065408e-01
1.516000000000000014e+00,2.195888824671459183e-01,2.107627145732742235e-01
1.518000000000000016e+00,2.191501448119812512e-01,2.098555477682970682e-01
1.520000000000000018e+00,2.187122837178784307e-01,2.091747083440446131e-01
1.522000000000000020e+00,2.182752974301416238e-01,2.102613494449958875e-01
1.524000000000000021e+00,2.178391841974608445e-01,2.097685071020464753e-01
1.526000000000000023e+00,2.174039422719025727e-01,2.106766263110496085e-01
1.528000000000000025e+00,2.169695699089012608e-01,2.129140682783257632e-01
1.530000000000000027e+00,2.165360653672499802e-01,2.201287390046297587e-01
1.532000000000000028e+00,2.161034269090916504e-01,2.510871212042565803e-01
