time,density_n_site_1,positive_p_n_site_1,density_n_site_2,positive_p_n_site_2
1.155999999999999917e+00,5.111769981236686383e-02,nan,2.636249359999109920e-01,nan
1.157999999999999918e+00,5.055299999475051237e-02,nan,2.635607796095600919e-01,nan
1.159999999999999920e+00,4.999205331389001972e-02,nan,2.634941265379662778e-01,nan
1.161999999999999922e+00,4.943485096755362990e-02,nan,2.634249830769770928e-01,nan
1.163999999999999924e+00,4.888138412361143353e-02,nan,2.633533555533558723e-01,nan
1.165999999999999925e+00,4.833164392030726147e-02,nan,2.632792503284998586e-01,nan
1.167999999999999927e+00,4.778562146653036330e-02,nan,2.632026737981589259e-01,nan
1.169999999999999929e+00,4.724330784208670420e-02,nan,2.631236323921539721e-01,nan
1.171999999999999931e+00,4.670469409797009530e-02,nan,2.630421325740963656e-01,nan
1.173999999999999932e+00,4.616977125663293546e-02,nan,2.629581808411071142e-01,nan
1.175999999999999934e+00,4.563853031225674484e-02,nan,2.628717837235367005e-01,nan
1.177999999999999936e+00,4.511096223102239317e-02,nan,2.627829477846849171e-01,nan
1.179999999999999938e+00,4.458705795138000888e-02,nan,2.626916796205213678e-01,nan
1.181999999999999940e+00,4.406680838431868696e-02,nan,2.625979858594059690e-01,nan
1.183999999999999941e+00,4.355020441363582212e-02,nan,2.625018731618098400e-01,nan
1.185999999999999943e+00,4.303723689620623377e-02,nan,2.624033482200366363e-01,nan
1.187999999999999945e+00,4.252789666225095105e-02,nan,2.623024177579439953e-01,nan
1.189999999999999947e+00,4.202217454992433071e-02,nan,2.621990884960707646e-01,nan
1.191999999999999948e+00,4.152006138792922046e-02,nan,2.620933671691544897e-01,nan
1.193999999999999950e+00,4.102154793695190343e-02,nan,2.619852605851596405e-01,nan
1.195999999999999952e+00,4.052662493230723556e-02,nan,2.618747755822822265e-01,nan
1.197999999999999954e+00,4.003528308444355421e-02,nan,2.617619190284335429e-01,nan
1.199999999999999956e+00,3.954751307922186460e-02,nan,2.616466978209512906e-01,nan
1.201999999999999957e+00,3.906330557819492899e-02,nan,2.615291188863109184e-01,nan
1.203999999999999959e+00,3.858265121888622418e-02,nan,2.614091891798370204e-01,nan
1.205999999999999961e+00,3.810554061506873924e-02,nan,2.612869156854152886e-01,nan
1.207999999999999963e+00,3.763196435704357912e-02,nan,2.611623054152037438e-01,nan
1.209999999999999964e+00,3.716191301191854035e-02,nan,2.610353654093454101e-01,nan
1.211999999999999966e+00,3.669537712388647177e-02,nan,2.609061027356800455e-01,nan
1.213999999999999968e+00,3.623234721450351026e-02,nan,2.607745244894564274e-01,nan
1.215999999999999970e+00,3.577281378296719161e-02,nan,2.606406377930449714e-01,nan
1.217999999999999972e+00,3.531676730639438100e-02,nan,2.605044497956503502e-01,nan
1.219999999999999973e+00,3.486419824009913404e-02,nan,2.603659676730242234e-01,nan
1.221999999999999975e+00,3.441509701787034969e-02,nan,2.602251986271780781e-01,nan
1.223999999999999977e+00,3.396945405224932601e-02,nan,2.600821498860966252e-01,nan
1.225999999999999979e+00,3.352725973480714938e-02,nan,2.599368287034507508e-01,nan
1.227999999999999980e+00,3.308850443642195882e-02,nan,2.597892423583112453e-01,nan
1.229999999999999982e+00,3.265317850755607848e-02,nan,2.596393981548621444e-01,nan
1.231999999999999984e+00,3.222127227853300441e-02,nan,2.594873034221146790e-01,nan
1.233999999999999986e+00,3.179277605981422478e-02,nan,2.593329655136209499e-01,nan
1.235999999999999988e+00,3.136768014227593604e-02,nan,2.591763918071884332e-01,nan
1.237999999999999989e+00,3.094597479748562724e-02,nan,2.590175897045937647e-01,nan
1.239999999999999991e+00,3.052765027797846309e-02,nan,2.588565666312974689e-01,nan
1.241999999999999993e+00,3.011269681753360461e-02,nan,2.586933300361582422e-01,nan
1.243999999999999995e+00,2.970110463145034241e-02,nan,2.585278873911479591e-01,nan
1.245999999999999996e+00,2.929286391682410159e-02,nan,2.583602461910664561e-01,nan
1.247999999999999998e+00,2.888796485282230792e-02,nan,2.581904139532564812e-01,nan
1.250000000000000000e+00,2.848639760096011858e-02,nan,2.580183982173190893e-01,nan
1.252000000000000002e+00,2.808815230537599697e-02,nan,2.578442065448288134e-01,nan
1.254000000000000004e+00,2.769321909310718671e-02,nan,2.576678465190494483e-01,nan
1.256000000000000005e+00,2.730158807436498455e-02,nan,2.574893257446494998e-01,nan
1.258000000000000007e+00,2.691324934280995076e-02,nan,2.573086518474182460e-01,nan
1.260000000000000009e+00,2.652819297582689403e-02,nan,2.571258324739815193e-01,nan
1.262000000000000011e+00,2.614640903479979045e-02,nan,2.569408752915182115e-01,nan
1.264000000000000012e+00,2.576788756538653247e-02,nan,2.567537879874764450e-01,nan
1.266000000000000014e+00,2.539261859779351482e-02,nan,2.565645782692898558e-01,nan
1.268000000000000016e+00,2.502059214705013371e-02,nan,2.563732538640948189e-01,nan
1.270000000000000018e+00,2.465179820645645517e-02,nan,2.561798225252338579e-01,nan
1.272000000000000020e+00,2.428622663576555235e-02,nan,2.559842921434183349e-01,nan
1.274000000000000021e+00,2.392386734502607512e-02,nan,2.557866705639357807e-01,nan
1.276000000000000023e+00,2.356471027217487205e-02,nan,2.555869656089179154e-01,nan
1.278000000000000025e+00,2.320874534038037604e-02,nan,2.553851851197408984e-01,nan
1.280000000000000027e+00,2.285596245828998632e-02,nan,2.551813369567689782e-01,nan
1.282000000000000028e+00,2.250635152027694388e-02,nan,2.549754289990985856e-01,nan
1.284000000000000030e+00,2.215990240668681832e-02,nan,2.547674691443030937e-01,nan
1.286000000000000032e+00,2.181660498408356449e-02,nan,2.545574653081781324e-01,nan
1.288000000000000034e+00,2.147644910549504141e-02,nan,2.543454254244869039e-01,nan
1.290000000000000036e+00,2.113942461065817027e-02,nan,2.541313574447068291e-01,nan
1.292000000000000037e+00,2.080552132626356868e-02,nan,2.539152693377754733e-01,nan
1.294000000000000039e+00,2.047472906619974761e-02,nan,2.536971690898378595e-01,nan
1.296000000000000041e+00,2.014703763179694421e-02,nan,2.534770647039943925e-01,nan
1.298000000000000043e+00,1.982243681207032648e-02,nan,2.532549642000482271e-01,nan
1.300000000000000044e+00,1.950091638396293098e-02,nan,2.530308756142540805e-01,nan
1.302000000000000046e+00,1.918246611258804524e-02,nan,2.528048069990670443e-01,nan
1.304000000000000048e+00,1.886707575147113930e-02,nan,2.525767664228922849e-01,nan
1.306000000000000050e+00,1.855473504279138430e-02,nan,2.523467619698344655e-01,nan
1.308000000000000052e+00,1.824543371762269925e-02,nan,2.521148017394485019e-01,nan
1.310000000000000053e+00,1.793916149617433287e-02,nan,2.518808938464900393e-01,nan
