time,mean_particle_number,variance,factorial_second_moment,g1_real,g1_imag,g1_magnitude,g2,mean_particle_number_imag,variance_imag,factorial_second_moment_imag
0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+02,3.162277660168379523e+00,0.000000000000000000e+00,3.162277660168379523e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-03,9.990004998333750663e+00,9.990004998333750663e+00,9.980019986673332255e+01,3.160696916557130365e+00,0.000000000000000000e+00,3.160696916557130365e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-03,9.980019986673330123e+00,9.980019986673330123e+00,9.960079893439913690e+01,3.159116963120126798e+00,0.000000000000000000e+00,3.159116963120126798e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000062e-03,9.970044955033730005e+00,9.970044955033730005e+00,9.940179640539352590e+01,3.157537799462380335e+00,0.000000000000000000e+00,3.157537799462380335e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-03,9.960079893439914400e+00,9.960079893439914400e+00,9.920319148370604978e+01,3.155959425189100109e+00,0.000000000000000000e+00,3.155959425189100109e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000104e-03,9.950124791926823420e+00,9.950124791926823420e+00,9.900498337491680445e+01,3.154381839905692875e+00,0.000000000000000000e+00,3.154381839905692875e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000125e-03,9.940179640539351880e+00,9.940179640539351880e+00,9.880717128619303935e+01,3.152805043217762115e+00,0.000000000000000000e+00,3.152805043217762115e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000146e-03,9.930244429332351075e+00,9.930244429332351075e+00,9.860975442628618737e+01,3.151229034731108047e+00,0.000000000000000000e+00,3.151229034731108047e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000167e-03,9.920319148370605689e+00,9.920319148370605689e+00,9.841273200552849687e+01,3.149653814051729839e+00,0.000000000000000000e+00,3.149653814051729839e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000001055e-03,9.910403787728835567e+00,9.910403787728835567e+00,9.821610323583004742e+01,3.148079380785820724e+00,0.000000000000000000e+00,3.148079380785820724e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-02,9.900498337491681511e+00,9.900498337491681511e+00,9.801986733067555235e+01,3.146505734539773780e+00,0.000000000000000000e+00,3.146505734539773780e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.099999999999999936e-02,9.890602787753687508e+00,9.890602787753687508e+00,9.782402350512101918e+01,3.144932874920177035e+00,0.000000000000000000e+00,3.144932874920177035e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000025e-02,9.880717128619306067e+00,9.880717128619306067e+00,9.762857097579095011e+01,3.143360801533814808e+00,0.000000000000000000e+00,3.143360801533814808e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000114e-02,9.870841350202875120e+00,9.870841350202875120e+00,9.743350896087491719e+01,3.141789513987669480e+00,0.000000000000000000e+00,3.141789513987669480e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000029e-02,9.860975442628618026e+00,9.860975442628618026e+00,9.723883668012466330e+01,3.140219011888919276e+00,0.000000000000000000e+00,3.140219011888919276e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.499999999999999944e-02,9.851119396030625808e+00,9.851119396030625808e+00,9.704455335485080525e+01,3.138649294844938265e+00,0.000000000000000000e+00,3.138649294844938265e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000033e-02,9.841273200552851819e+00,9.841273200552851819e+00,9.685065820791977842e+01,3.137080362463297245e+00,0.000000000000000000e+00,3.137080362463297245e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000122e-02,9.831436846349095759e+00,9.831436846349095759e+00,9.665715046375065356e+01,3.135512214351763305e+00,0.000000000000000000e+00,3.135512214351763305e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000211e-02,9.821610323583007229e+00,9.821610323583007229e+00,9.646402934831230880e+01,3.133944850118298930e+00,0.000000000000000000e+00,3.133944850118298930e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.899999999999999953e-02,9.811793622428059081e+00,9.811793622428059081e+00,9.627129408911993380e+01,3.132378269371063784e+00,0.000000000000000000e+00,3.132378269371063784e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-02,9.801986733067552748e+00,9.801986733067552748e+00,9.607894391523231548e+01,3.130812471718412482e+00,0.000000000000000000e+00,3.130812471718412482e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000130e-02,9.792189645694595157e+00,9.792189645694595157e+00,9.588697805724844159e+01,3.129247456768895042e+00,0.000000000000000000e+00,3.129247456768895042e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
