time,mean_particle_number,variance
0.000000000000000000e+00,1.000605328745121341e+02,1.350680167844984680e+00
1.000000000000000021e-03,9.996052235523157492e+01,1.447892065818450646e+00
2.000000000000000042e-03,9.986061179648146435e+01,1.544809873694248381e+00
3.000000000000000062e-03,9.976080109835167775e+01,1.641434278822998749e+00
4.000000000000000083e-03,9.966109016103101226e+01,1.737765967196537531e+00
5.000000000000000104e-03,9.956147888480909103e+01,1.833805623205989832e+00
6.000000000000000125e-03,9.946196717007441634e+01,1.929553929860048811e+00
7.000000000000000146e-03,9.936255491731520806e+01,2.025011568723130040e+00
8.000000000000000167e-03,9.926324202711886358e+01,2.120179219886267674e+00
9.000000000000001055e-03,9.916402840017332210e+01,2.215057561821595300e+00
1.000000000000000021e-02,9.906491393726382455e+01,2.309647271918947808e+00
1.099999999999999936e-02,9.896589853927696367e+01,2.403949025654583238e+00
1.200000000000000025e-02,9.886698210719663393e+01,2.497963497389719123e+00
1.300000000000000114e-02,9.876816454210685947e+01,2.591691359903052216e+00
1.400000000000000029e-02,9.866944574518984723e+01,2.685133284556286526e+00
1.499999999999999944e-02,9.857082561772683960e+01,2.778289941292314325e+00
1.600000000000000033e-02,9.847230406109746070e+01,2.871161998635216150e+00
1.700000000000000122e-02,9.837388097678032750e+01,2.963750123572026496e+00
1.800000000000000211e-02,9.827555626635258079e+01,3.056054981729175779e+00
1.899999999999999953e-02,9.817732983148904680e+01,3.148077237365214387e+00
2.000000000000000042e-02,9.807920157396375771e+01,3.239817553134344053e+00
2.100000000000000130e-02,9.798117139564807587e+01,3.331276590510242386e+00
2.199999999999999872e-02,9.788323919851211485e+01,3.422455009296754724e+00
2.299999999999999961e-02,9.778540488462324731e+01,3.513353468139030156e+00
2.400000000000000050e-02,9.768766835614755450e+01,3.603972624032394378e+00
2.500000000000000139e-02,9.759002951534853310e+01,3.694313132658862742e+00
2.600000000000000228e-02,9.749248826458716621e+01,3.784375648323475616e+00
2.699999999999999969e-02,9.739504450632175292e+01,3.874160823997954139e+00
2.800000000000000058e-02,9.729769814310941456e+01,3.963669310993282124e+00
2.900000000000000147e-02,9.720044907760302522e+01,4.052901759496307932e+00
2.999999999999999889e-02,9.710329721255399704e+01,4.141858818120454089e+00
3.099999999999999978e-02,9.700624245081031916e+01,4.230541134142185911e+00
3.200000000000000067e-02,9.690928469531685607e+01,4.318949353553762194e+00
3.300000000000000155e-02,9.681242384911639931e+01,4.407084120737636113e+00
3.400000000000000244e-02,9.671565981534781997e+01,4.494946078910288634e+00
3.500000000000000333e-02,9.661899249724724825e+01,4.582535869738421752e+00
3.600000000000000422e-02,9.652242179814710710e+01,4.669854133639091742e+00
3.699999999999999817e-02,9.642594762147660958e+01,4.756901509610543144e+00
3.799999999999999906e-02,9.632956987076222788e+01,4.843678635137621313e+00
3.899999999999999994e-02,9.623328844962539108e+01,4.930186146626510890e+00
4.000000000000000083e-02,9.613710326178511423e+01,5.016424678860857966e+00
4.100000000000000172e-02,9.604101421105625036e+01,5.102394865363748977e+00
4.200000000000000261e-02,9.594502120134931999e+01,5.188097338319494156e+00
4.300000000000000350e-02,9.584912413667179010e+01,5.273532728453574236e+00
4.399999999999999745e-02,9.575332292112632615e+01,5.358701665247281198e+00
4.499999999999999833e-02,9.565761745891182954e+01,5.443604776746724383e+00
4.599999999999999922e-02,9.556200765432274125e+01,5.528242689721082570e+00
4.700000000000000011e-02,9.546649341174899916e+01,5.612616029582568444e+00
4.800000000000000100e-02,9.537107463567672028e+01,5.696725420286384178e+00
4.900000000000000189e-02,9.527575123068739060e+01,5.780571484492611489e+00
5.000000000000000278e-02,9.518052310145688466e+01,5.864154843682626961e+00
5.100000000000000366e-02,9.508539015275755446e+01,5.947476117773476290e+00
5.200000000000000455e-02,9.499035228945638210e+01,6.030535925501681049e+00
5.299999999999999850e-02,9.489540941651524975e+01,6.113334884203140973e+00
5.399999999999999939e-02,9.480056143899133758e+01,6.195873609951377148e+00
5.500000000000000028e-02,9.470580826203703850e+01,6.278152717337434296e+00
5.600000000000000117e-02,9.461114979089872179e+01,6.360172819817307754e+00
5.700000000000000205e-02,9.451658593091813998e+01,6.441934529455465963e+00
5.800000000000000294e-02,9.442211658753157622e+01,6.523438456881194725e+00
5.900000000000000383e-02,9.432774166626920476e+01,6.604685211677860934e+00
5.999999999999999778e-02,9.423346107275621364e+01,6.685675401913613314e+00
6.099999999999999867e-02,9.413927471271240677e+01,6.766409634288720554e+00
6.199999999999999956e-02,9.404518249195108126e+01,6.846888514410238713e+00
