time,mean_particle_number,variance,factorial_second_moment,g1_real,g1_imag,g1_magnitude,g2,mean_particle_number_imag,variance_imag,factorial_second_moment_imag
0.000000000000000000e+00,1.000000000000000178e+01,9.999999999999971578e+00,1.000000000000000142e+02,3.162277660168378635e+00,0.000000000000000000e+00,3.162277660168378635e+00,9.999999999999996669e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-03,9.988932528385223719e+00,1.000461816800230963e+01,9.979438026714922216e+01,3.158881548149598206e+00,-2.822666458290256503e-02,3.159007657450908724e+00,1.000156418144247494e+00,8.856020567049694564e-03,1.808658399551316132e-02,1.861549472569659636e-01
2.000000000000000042e-03,9.988903356686076762e+00,1.000837643403176003e+01,9.979683157607129829e+01,3.155386882663361536e+00,-5.635636228223653288e-02,3.155890115142428787e+00,1.000186827470077588e+00,2.884043149382145912e-02,5.624470254884950116e-02,6.035728369688441175e-01
3.000000000000000062e-03,1.000156015245828200e+01,1.002416949277552760e+01,1.000532802318198122e+02,3.157470865382516312e+00,-9.060152341159372069e-02,3.158770473108788224e+00,1.000220678621954296e+00,2.312123999195923527e-02,4.135975038393102654e-02,4.807354555499804838e-01
4.000000000000000083e-03,1.000705216668480091e+01,1.006149041232842478e+01,1.001950757261556078e+02,3.157272893603320973e+00,-1.230319838123656168e-01,3.159669127254164156e+00,1.000539066009282108e+00,2.134446623789274314e-02,4.351517816353095425e-02,4.493610861509084731e-01
5.000000000000000104e-03,1.002230718936167975e+01,1.010254073542235176e+01,1.005267453941231679e+02,3.159389032341536119e+00,-1.585228120372652316e-01,3.163363485218888105e+00,1.000797478094613613e+00,1.138199755385972158e-02,2.033960160224837499e-02,2.371053558750793322e-01
6.000000000000000125e-03,1.002452627770863280e+01,1.013812747127447267e+01,1.006041994650824591e+02,3.155992454084167953e+00,-1.881740917351165665e-01,3.161597358778714728e+00,1.001125197575976289e+00,2.299610737218348369e-02,4.384102779141513251e-02,4.818950856941567329e-01
7.000000000000000146e-03,1.002262342191185596e+01,1.012791495808907882e+01,1.005578117917345651e+02,3.153982606751251971e+00,-2.196515252116503780e-01,3.161621905955426914e+00,1.001043588094746140e+00,2.144765485480740197e-02,5.199793058452029104e-02,4.604738115154612399e-01
8.000000000000000167e-03,1.002938747872407887e+01,1.014452655976675999e+01,1.007037521875815287e+02,3.155445154982130074e+00,-2.556431402369827577e-01,3.165783874690504707e+00,1.001144652317326411e+00,3.030651507227819516e-04,3.853113984892805356e-03,9.629164489963414411e-03
9.000000000000001055e-03,1.003594738390070695e+01,1.014457243444354617e+01,1.008288575594118157e+02,3.153294256958507624e+00,-2.882262924613824828e-01,3.166439493600586630e+00,1.001078409534214453e+00,2.717269672408242822e-03,3.393247675179098671e-02,8.575595799969920607e-02
