time,mean_particle_number,variance,factorial_second_moment,g1_real,g1_imag,g1_magnitude,g2
1.078999999999999959e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-6.958539778320765173e-03,-6.854384067446362555e-04,6.992217220303802334e-03,9.987864920213245234e-01
1.080000000000000071e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-6.725523734998517522e-03,-6.732488573781055669e-04,6.759137040627993288e-03,9.987864920213245234e-01
1.080999999999999961e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-6.495047576815658058e-03,-6.657012109983467124e-04,6.529073527494051732e-03,9.987864920213245234e-01
1.082000000000000073e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-6.267178523985113964e-03,-6.627261831562633598e-04,6.302121281389394362e-03,9.987864920213245234e-01
1.082999999999999963e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-6.041982450791051618e-03,-6.642535210909395610e-04,6.078386683647953211e-03,9.987864920213245234e-01
1.084000000000000075e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-5.819523869793664234e-03,-6.702120280423391752e-04,5.857989606821681523e-03,9.987864920213245234e-01
1.084999999999999964e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-5.599865916426773754e-03,-6.805295879111095819e-04,5.641065396002844026e-03,9.987864920213245234e-01
1.086000000000000076e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-5.383070334094464116e-03,-6.951331901565126203e-04,5.427767162827184036e-03,9.987864920213245234e-01
1.086999999999999966e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-5.169197459709312659e-03,-7.139489549778214872e-04,5.218268437688802601e-03,9.987864920213245234e-01
1.088000000000000078e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-4.958306209693369437e-03,-7.369021587742032031e-04,5.012766228410209246e-03,9.987864920213245234e-01
1.088999999999999968e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-4.750454066469726733e-03,-7.639172598319400598e-04,4.811484533645297643e-03,9.987864920213245234e-01
1.090000000000000080e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-4.545697065407892229e-03,-7.949179242742812623e-04,4.614678354640814641e-03,9.987864920213245234e-01
1.090999999999999970e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-4.344089782265653926e-03,-8.298270522433988383e-04,4.422638236733797065e-03,9.987864920213245234e-01
1.092000000000000082e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-4.145685321120272382e-03,-8.685668042804524369e-04,4.235695347313125567e-03,9.987864920213245234e-01
1.092999999999999972e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-3.950535302761067763e-03,-9.110586279839974488e-04,4.054227053580690757e-03,9.987864920213245234e-01
1.094000000000000083e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-3.758689853622741023e-03,-9.572232847894386609e-04,3.878662892372785644e-03,9.987864920213245234e-01
1.094999999999999973e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-3.570197595157902776e-03,-1.006980877040146438e-03,3.709490713722817141e-03,9.987864920213245234e-01
1.096000000000000085e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-3.385105633768918654e-03,-1.060250875155155370e-03,3.547262616446849107e-03,9.987864920213245234e-01
1.096999999999999975e+00,9.993677770439699515e+00,9.872480365587819051e+00,9.975239797452871926e+01,-3.203459551196788380e-03,-1.116952145041476274e-03,3.392600063442003343e-03,9.987864920213245234e-01
