time,mean_particle_number,variance,factorial_second_moment,g1_real,g1_imag,g1_magnitude,g2,mean_particle_number_imag,variance_imag,factorial_second_moment_imag
0.000000000000000000e+00,1.002781573211351152e+01,-6.084205904058990200e-01,8.992084944037068794e+01,1.124137865259214053e-01,-7.216249959415045601e-02,1.335825053993643097e-01,8.942268606757195482e-01,-1.610693374622577815e-03,-6.789457749129976238e-02,-9.858735683997975341e-02
1.000000000000000021e-03,1.004448188695562827e+01,-2.969991048715172610e-01,9.055013114895153592e+01,1.128817054684502219e-01,-6.941434973406407360e-02,1.325165324722500648e-01,8.974990628582418806e-01,-2.058300518477097080e-03,-1.884096120286582743e-01,-2.277004360616903256e-01
2.000000000000000042e-03,1.005773903213738052e+01,-1.890094147305774186e-01,9.091126482744876114e+01,1.122795323239785675e-01,-6.996125810043216098e-02,1.322923694469436695e-01,8.987046203065340855e-01,1.005804469331759467e-02,-2.613609117068192433e-01,-6.909657900221156945e-02
3.000000000000000062e-03,1.005128610893144447e+01,-3.024363127057796419e-01,9.067462394074019016e+01,1.127969882306397303e-01,-6.972019516984137577e-02,1.326049251288346775e-01,8.975166054634190482e-01,-2.466013137580262259e-03,-4.293217918583864257e-01,-4.764289859092120105e-01
4.000000000000000083e-03,1.006369483712832569e+01,-4.827044127561208597e-01,9.073140275844134806e+01,1.119579632161004090e-01,-7.202838555394650011e-02,1.331265332418960778e-01,8.958652833779738867e-01,-1.231935540210475459e-02,-6.207647626388663742e-01,-8.564018739505827593e-01
5.000000000000000104e-03,1.008361628601090665e+01,-4.523546693932019025e-01,9.114331967877396323e+01,1.094265742700088612e-01,-7.332929980687748206e-02,1.317245662989128541e-01,8.963801292752650030e-01,5.173908224920090865e-03,-4.392265703901496177e-01,-3.400570681368096926e-01
6.000000000000000125e-03,1.007837938799633370e+01,-4.936648029778325508e-01,9.100164888349696923e+01,1.041286418845237260e-01,-7.220693263368974102e-02,1.267146999407787744e-01,8.959171619314391100e-01,6.165542815579755191e-03,-5.145783553774506691e-01,-3.964665389363346004e-01
7.000000000000000146e-03,1.009404411304704752e+01,-5.320635127072108617e-01,9.126330205831635567e+01,1.054504182220370317e-01,-7.322360850475985450e-02,1.283802459323896972e-01,8.957066148178501885e-01,1.780090079564295227e-02,-3.554057230115821864e-01,-1.384046804083664123e-02
8.000000000000000167e-03,1.007834627471275013e+01,-4.936246268444506313e-01,9.100077002628678713e+01,1.069370132505566423e-01,-7.092237210989436880e-02,1.283179943291043179e-01,8.959143967053381230e-01,1.796399655892854177e-02,-5.216574308170133234e-01,-1.775266717786815884e-01
9.000000000000001055e-03,1.007650592618893626e+01,-6.807974358534352177e-01,9.077786050266945495e+01,1.072429565808822177e-01,-6.817015111823085394e-02,1.270756516398457159e-01,8.940463069413340236e-01,2.842210071277065722e-02,-1.837326609392187504e-01,3.606361708819552092e-01
1.000000000000000021e-02,1.009225391542629247e+01,-4.709027125868061603e-01,9.128870284668781210e+01,1.092495163155000754e-01,-7.148974724065827735e-02,1.305612529646676123e-01,8.962737951525927560e-01,4.158868519696972549e-02,5.344960324925662754e-02,8.513080600853853985e-01
1.099999999999999936e-02,1.007715653444731529e+01,-6.169861616682368322e-01,9.085361573705790761e+01,1.125165420439371289e-01,-7.185500521413638875e-02,1.335032359452333339e-01,8.946768628490989750e-01,3.640585915435552017e-02,7.677897359303786917e-02,7.741081973776470226e-01
1.200000000000000025e-02,1.009539066425658227e+01,-7.344043306401317750e-01,9.108685100320883521e+01,1.131593379468073396e-01,-6.993336760186494305e-02,1.330252294442573757e-01,8.937363644789843020e-01,1.632990671753815903e-02,-1.055501287479780892e-01,2.078335401833148743e-01
1.300000000000000114e-02,1.010040606827916321e+01,-4.359545835818607884e-01,9.148131649251101294e+01,1.145441580871752879e-01,-7.301350751154958574e-02,1.358356964536160116e-01,8.967156255629512573e-01,2.292596254245059251e-02,-7.594561657521270437e-02,3.642514832521542290e-01
1.400000000000000029e-02,1.010045283410436134e+01,-6.418857897419201208e-01,9.127535106949261490e+01,1.135196621794831301e-01,-6.789891407888964947e-02,1.322761362999252677e-01,8.946884319992770562e-01,3.818063158111367761e-02,-1.513157577245732854e-01,5.817869476170212106e-01
1.499999999999999944e-02,1.012542033225187765e+01,-2.197395036305067606e-01,9.217693172279643932e+01,1.148752989254335360e-01,-6.572928812659721565e-02,1.323505709123951879e-01,8.990754226822377237e-01,4.522550277119156276e-02,-2.685143297386380912e-01,6.021146180816437932e-01
1.600000000000000033e-02,1.011083068519119799e+01,6.869802934774327241e-02,9.218607435042062548e+01,1.174787846576555023e-01,-6.307180215388508149e-02,1.333391055601417241e-01,9.017614092033332529e-01,2.627048419470367699e-02,-6.732509209929589122e-01,-1.682885697663819013e-01
1.700000000000000122e-02,1.012034227492637939e+01,-1.232076006921545286e-02,9.228819210016864361e+01,1.156337214907713906e-01,-6.529340746034642540e-02,1.327945277622090414e-01,9.010642032968606552e-01,2.173997465043294927e-02,-5.319579945482351135e-01,-1.136660001774591894e-01
